record_id,redcap_repeat_instrument,redcap_repeat_instance,document_id,process_id,title_2,title,doc_type,register_date,agency,cooperating_agency,action_type,state,county,location,tek_eis_description_complete,dd_date,coder_name,coder_name_2,text_illegible,tek_term_used,section_eis,section_eis_oth,section_eis_notes,who_mention_tek,who_mention_oth,who_mention_tek_notes,request_criticism___9,request_criticism_notes,procedural_use,procedural_use_notes,subject_tek_use___51,subject_tek_use___52,subject_tek_use___53,subject_tek_use___54,subject_tek_use___55,subject_tek_use___56,subject_tek_use___57,subject_tek_use___58,subject_tek_use___59,subject_tek_use___60,subject_tek_use___61,subject_tek_use___62,subject_tek_use___63,subject_tek_use___64,subject_tek_use___65,subject_tek_use___66,subject_tek_use___67,subject_tek_use___68,subject_tek_use___69,subject_tek_use___70,subject_tek_use___71,subject_tek_use___72,subject_tek_use___73,subject_tek_use___74,subject_tek_use___75,subject_tek_use___76,subject_tek_use___77,subject_tek_use___78,subject_tek_use___79,subject_tek_use___80,subject_tek_use___81,subject_tek_use___82,subject_tek_use___83,subject_tek_use___84,subject_tek_use___85,subject_tek_use___555,subject_tek_use_oth,subject_tek_use_notes,hit_affect_change,hit_affect_change_oth,hit_affect_change_notes,good_case_studies,tek_repeats_complete,record_count
2,tek_repeats,3,,,,,,,,,,,,,,2/20/25 17:04,kristarc,1,0,4,13,,"Filename: 10 Reference List.pdf	Match: Traditional Knowledge    REFERENCES            IZEMBEK NATIONAL WILDLIFE REFUGE R-29    LAND EXCHANGE/ROAD CORRIDOR EIS     Irvine, C. 1976. Population size of the Alaska Peninsula Caribou Herd. Alaska Department of   Fish and Game, Final Report on Federal Aid in Wildlife Restoration.     ISER (Institute for Social and Economic Research). 2009. Economic and Demographic   Projections for Alaska and Greater Anchorage 2010-2035   .http://www.iser.uaa.alaska.edu/Publications/EconDemProjectionsAnchorage_v4.pdf     ISER (Institute for Social and Economic Research). 2010. Alaska Traditional Knowledge and   Native Foods Database. University of Alaska. Accessed August 31, 2010 and December   3, 2010. http://www.nativeknowledge.org/start.htm.  ",,,,1,,5,"REFERENCES            IZEMBEK NATIONAL WILDLIFE REFUGE R-29    LAND EXCHANGE/ROAD CORRIDOR EIS     Irvine, C. 1976. Population size of the Alaska Peninsula Caribou Herd. Alaska Department of   Fish and Game, Final Report on Federal Aid in Wildlife Restoration.     ISER (Institute for Social and Economic Research). 2009. Economic and Demographic   Projections for Alaska and Greater Anchorage 2010-2035   .http://www.iser.uaa.alaska.edu/Publications/EconDemProjectionsAnchorage_v4.pdf     ISER (Institute for Social and Economic Research). 2010. Alaska Traditional Knowledge and   Native Foods Database. University of Alaska. Accessed August 31, 2010 and December   3, 2010. http://www.nativeknowledge.org/start.htm.  ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"ISER (Institute for Social and Economic Research). 2010. Alaska Traditional Knowledge and   Native Foods Database. University of Alaska. Accessed August 31, 2010 and December   3, 2010. http://www.nativeknowledge.org/start.htm.  ",74,,,0,2,
2,tek_repeats,4,,,,,,,,,,,,,,2/20/25 17:07,kristarc,1,,4,13,,"Filename: 10 Reference List.pdf	Match: traditional knowledge   REFERENCES        IZEMBEK NATIONAL WILDLIFE REFUGE R-42    LAND EXCHANGE/ROAD CORRIDOR EIS ",,,,1,,5,"Padilla, E.S.R. 2010. Caribou leadership: a study of traditional knowledge, animal behavior, and   policy. M.S. thesis. Fairbanks, AK; University of Alaska. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Padilla, E.S.R. 2010. Caribou leadership: a study of traditional knowledge, animal behavior, and   policy. M.S. thesis. Fairbanks, AK; University of Alaska. ",74,,,0,2,
2,tek_repeats,5,,,,,,,,,,,,,,2/20/25 17:10,kristarc,1,,4,15,,,,,,1,,10,SER ARC Comments related to impacts to historic   properties and cultural resources.     Socioeconomic   Resources -    Cultural Values     SER CUL Comments on how the road may bring cultural   changes and that traditional knowledge should   be used as part of the analysis. ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,SER ARC Comments related to impacts to historic   properties and cultural resources.     Socioeconomic   Resources -    Cultural Values     SER CUL Comments on how the road may bring cultural   changes and that traditional knowledge should   be used as part of the analysis.     Socioeconomic   Resources -   Environmental Justice     SER EJ Comments that the impacts should include an   environmental justice analysis. ,74,,,0,2,
2,tek_repeats,6,,,,,,,,,,,,,,2/20/25 17:12,kristarc,1,,4,15,,,,,,1,,14,"Socioeconomic   Resources - Subsistence     The 3 SOCs related to SER SUB describe how the EIS should   evaluate effects of the land exchange and construction of the   proposed road on subsistence in relation to impacts from   subsistence use, access, and management. The benefits of the   road to the communities of Cold Bay and King Cove need to be   evaluated against the impacts to natural resources and the   subsistence culture of Alaska and the rest of the west coast. The   EIS should gather and analyze traditional knowledge on   subsistence use patterns and disclose historical information   compiled on subsistence ORV use within the Izembek National   Wildlife Refuge.  ",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"Socioeconomic   Resources - Subsistence     The 3 SOCs related to SER SUB describe how the EIS should   evaluate effects of the land exchange and construction of the   proposed road on subsistence in relation to impacts from   subsistence use, access, and management. The benefits of the   road to the communities of Cold Bay and King Cove need to be   evaluated against the impacts to natural resources and the   subsistence culture of Alaska and the rest of the west coast. The   EIS should gather and analyze traditional knowledge on   subsistence use patterns and disclose historical information   compiled on subsistence ORV use within the Izembek National   Wildlife Refuge.      The 6 SOCs for SER WILD are related to impacts that the   proposed land exchange and proposed road could have on the   wildlife and wilderness values of the Izembek National Wildlife   Refuge and impacts to tourism from loss of wilderness.  Concern   was expressed that declassification of wilderness will have an   effect on wilderness across the nation. A comparative evaluation   of wilderness and lands selected for proposed for exchange was   recommended. ",74,,,0,2,
2,tek_repeats,7,,,,,,,,,,,,,,2/20/25 17:16,kristarc,1,,1,4,,"SER Archeological/Cultural Resources      SER ARC 1   All impacts to historic properties and cultural resources should be considered in an   orderly and systematic manner, in full consultation with all concerned parties.      SER Cultural Values ",,,,1,"SER CUL 2   The EIS should document the tribal consultation and coordination process by providing a   chronology with the dates and locations of meetings with tribal governments, results of   the meetings, and a discussion of how tribal input was used to develop the EIS. This   consultation should continue throughout the EIS development phase, which will provide   an opportunity to gather traditional ecological knowledge about subsistence use and   harvest, cultural resources, and other resources and lands that may be exchanged.    ",9,"SER CUL 2   The EIS should document the tribal consultation and coordination process by providing a   chronology with the dates and locations of meetings with tribal governments, results of   the meetings, and a discussion of how tribal input was used to develop the EIS. This   consultation should continue throughout the EIS development phase, which will provide   an opportunity to gather traditional ecological knowledge about subsistence use and   harvest, cultural resources, and other resources and lands that may be exchanged.    ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"SER CUL 2   The EIS should document the tribal consultation and coordination process by providing a   chronology with the dates and locations of meetings with tribal governments, results of   the meetings, and a discussion of how tribal input was used to develop the EIS. This   consultation should continue throughout the EIS development phase, which will provide   an opportunity to gather traditional ecological knowledge about subsistence use and   harvest, cultural resources, and other resources and lands that may be exchanged.      SER Environmental Justice      SER EJ 1   The EIS should disclose what efforts were taken to ensure effective public participation   and to meet environmental justice requirements consistent with Executive Order 12898   (Federal Actions to Address Environmental Justice in Minority and Low-income   Populations). ",74,,,0,2,
2,tek_repeats,8,,,,,,,,,,,,,,2/20/25 17:19,kristarc,,,4,12,, Appendix G Comment Analysis Response Report.pdf    Socioeconomic Resources -    Cultural Values     SER CUL Comments on how the road may bring cultural   changes or that traditional knowledge should be   used as part of the analysis.     Socioeconomic Resources -   Environmental Justice     SER EJ Comments related to the environmental justice   analysis or data used for the analysis. ,,,,0,SER CUL Comments on how the road may bring cultural   changes or that traditional knowledge should be   used as part of the analysis.     Socioeconomic Resources -   Environmental Justice     SER EJ Comments related to the environmental justice   analysis or data used for the analysis.   ,11,SER CUL Comments on how the road may bring cultural   changes or that traditional knowledge should be   used as part of the analysis.     Socioeconomic Resources -   Environmental Justice     SER EJ Comments related to the environmental justice   analysis or data used for the analysis.   ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,"SER CUL Comments on how the road may bring cultural   changes or that traditional knowledge should be   used as part of the analysis.     Socioeconomic Resources -   Environmental Justice     SER EJ Comments related to the environmental justice   analysis or data used for the analysis.     SER   LAND     Comments on the potential changes to land use,   recreation (e.g., all-terrain vehicle use) or visual   resources in the project area. Comments related   to the quality or equity of lands proposed for   exchange (e.g., high quality habitat, or   disproportionate value for exchange parcels).     ",74,,,0,2,
2,tek_repeats,9,,,,,,,,,,,,,,2/20/25 17:23,kristarc,,,18,12,,"Filename: 17 Appendix G Comment Analysis Response Report.pdf	Match: local knowledge",,,,1,,11," • A barrier along the road will serve as a movement barrier   to wildlife such as bears and caribou, and thus may have   an adverse impact on wildlife.     The concern that the barrier could restrict wildlife   movements was initially discussed with the assessment for   caribou and wolves, and has since been added to the   assessment for bears.        • Local subsistence users should be consulted on the design   of the barrier system that will be placed on both sides of   the road to incorporate knowledge on caribou movements   in the area.     Information regarding caribou movements was obtained   from available literature and local subsistence users were   afforded the opportunity to provide local knowledge   through the public review process, during public meetings   and through cooperating agencies such as the Tribes and   local governments. ",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,," • A barrier along the road will serve as a movement barrier   to wildlife such as bears and caribou, and thus may have   an adverse impact on wildlife.     The concern that the barrier could restrict wildlife   movements was initially discussed with the assessment for   caribou and wolves, and has since been added to the   assessment for bears.        • Local subsistence users should be consulted on the design   of the barrier system that will be placed on both sides of   the road to incorporate knowledge on caribou movements   in the area.     Information regarding caribou movements was obtained   from available literature and local subsistence users were   afforded the opportunity to provide local knowledge   through the public review process, during public meetings   and through cooperating agencies such as the Tribes and   local governments. ",74,,,0,2,
2,tek_repeats,10,,,,,,,,,,,,,,2/20/25 17:25,kristarc,,,4,12,,"Appendix G Comment Analysis Response Report.pdf	",,,,1,,11,"Socioeconomic Resources - Cultural Values (SER CUL)   SOC Code Statement of Concern (SOC) Response     SER CUL Comments on how the road may bring cultural changes or that   traditional knowledge should be used as part of the analysis.     Category Code; no response required.     SER CUL 01 The Aleut people have been stewards and taken care of these   lands long before any government or special interest group   came along and will continue to long after they are gone. The   precedent that has been set by the Aleut people and the people   of King Cove and Bristol Bay is respect for the land, the   wildlife, and the people. There used to be 15,000 people that   lived in the head of Morzhovoi Bay, and the land was not   damaged or contaminated. The Aleut people take only what   they need from the land. The government should not be   allowed to tell the Aleut people that they cannot cross their   traditional lands, and the presence of a road will not increase   potential negative impacts to the physical, biological, or social   environments.     The comment expresses concern",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Socioeconomic Resources - Cultural Values (SER CUL)   SOC Code Statement of Concern (SOC) Response     SER CUL Comments on how the road may bring cultural changes or that   traditional knowledge should be used as part of the analysis.     Category Code; no response required.     SER CUL 01 The Aleut people have been stewards and taken care of these   lands long before any government or special interest group   came along and will continue to long after they are gone. The   precedent that has been set by the Aleut people and the people   of King Cove and Bristol Bay is respect for the land, the   wildlife, and the people. There used to be 15,000 people that   lived in the head of Morzhovoi Bay, and the land was not   damaged or contaminated. The Aleut people take only what   they need from the land. The government should not be   allowed to tell the Aleut people that they cannot cross their   traditional lands, and the presence of a road will not increase   potential negative impacts to the physical, biological, or social   environments.     The comment expresses concern",74,,,0,2,
2,tek_repeats,11,,,,,,,,,,,,,,2/20/25 17:27,kristarc,,,4,12,,"Appendix G Comment Analysis Response Report.pdf	",,,,0,SER CUL 02 The Service should work closer with the local communities   when determining possible impacts to the biological   environment and incorporate more Traditional Knowledge   into the rationale for impact conclusions. Discussions about   impacts resulting from construction and operation of a road   would have more credibility if the Service uses information   from the people that have lived in the region and use the land   daily. ,11,"SER CUL 02 The Service should work closer with the local communities   when determining possible impacts to the biological   environment and incorporate more Traditional Knowledge   into the rationale for impact conclusions. Discussions about   impacts resulting from construction and operation of a road   would have more credibility if the Service uses information   from the people that have lived in the region and use the land   daily.     The Service agrees with the comment.  The EIS process   is an attempt to capture this kind of information from   affected communities.  Input on these issues has been   solicited from the communities, tribes, local   governments and interested individuals through   government to government consultations, public   meetings, and other public involvement efforts.   Specifically, the Service has met with members of the   Agdaagux and Belkofski tribes to develop an   understanding of the use in the area and to discuss   Traditional Knowledge of the area.  In addition, we   have met with tribal members individually to receive   additional information.  These data are incorporated in   the document.   ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,70,,"SER CUL 02 The Service should work closer with the local communities   when determining possible impacts to the biological   environment and incorporate more Traditional Knowledge   into the rationale for impact conclusions. Discussions about   impacts resulting from construction and operation of a road   would have more credibility if the Service uses information   from the people that have lived in the region and use the land   daily.     The Service agrees with the comment.  The EIS process   is an attempt to capture this kind of information from   affected communities.  Input on these issues has been   solicited from the communities, tribes, local   governments and interested individuals through   government to government consultations, public   meetings, and other public involvement efforts.   Specifically, the Service has met with members of the   Agdaagux and Belkofski tribes to develop an   understanding of the use in the area and to discuss   Traditional Knowledge of the area.  In addition, we   have met with tribal members individually to receive   additional information.  These data are incorporated in   the document.   ",0,2,
2,tek_repeats,12,,,,,,,,,,,,,,2/20/25 17:31,kristarc,,,1,12,,17 Appendix G Comment Analysis Response Report.pdf,,,,0,"SEAN MACK: Hi.  My name is Sean Mack.  I was   4  born in King Cove.  I went to school at the University     5  of Washington, studied history and anthropology; got my     6  master's degree from Idaho State University, studied     7  anthropology and GIS.   8            One thing that I have learned in academia is     9  that you find a lot of these studies have kind of come    10  full circle, resorting back to just asking -- they call    11  it traditional ecological knowledge.  They find that the    12  most reliable information comes from the people who have    13  lived there.  And I find that that's true as well, which    14  is why at the beginning I was asking about whether the    15  study was done using the history of the previous roads    16  and how those impacted the birds.    17            And one of the reasons why I asked that is    18  because if you want to know how they impacted the birds,    19  all you've got to do is ask, you know.  You can ask the    20  people of King Cove.  You can ask the people who have    21  lived in Cold Bay and know the impact of the roads, that    22  know these animals.    23            I heard a lot of people talk about studying    24  these birds, what they know.  And I'll tell you, I'd    25  gladly put your five years of",7,"SEAN MACK: Hi.  My name is Sean Mack.  I was   4  born in King Cove.  I went to school at the University     5  of Washington, studied history and anthropology; got my     6  master's degree from Idaho State University, studied     7  anthropology and GIS.   8            One thing that I have learned in academia is     9  that you find a lot of these studies have kind of come    10  full circle, resorting back to just asking -- they call    11  it traditional ecological knowledge.  They find that the    12  most reliable information comes from the people who have    13  lived there.  And I find that that's true as well, which    14  is why at the beginning I was asking about whether the    15  study was done using the history of the previous roads    16  and how those impacted the birds.    17            And one of the reasons why I asked that is    18  because if you want to know how they impacted the birds,    19  all you've got to do is ask, you know.  You can ask the    20  people of King Cove.  You can ask the people who have    21  lived in Cold Bay and know the impact of the roads, that    22  know these animals.    23            I heard a lot of people talk about studying    24  these birds, what they know.  And I'll tell you, I'd gladly put your five years of",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"SEAN MACK: Hi.  My name is Sean Mack.  I was   4  born in King Cove.  I went to school at the University     5  of Washington, studied history and anthropology; got my     6  master's degree from Idaho State University, studied     7  anthropology and GIS.   8            One thing that I have learned in academia is     9  that you find a lot of these studies have kind of come    10  full circle, resorting back to just asking -- they call    11  it traditional ecological knowledge.  They find that the    12  most reliable information comes from the people who have    13  lived there.  And I find that that's true as well, which    14  is why at the beginning I was asking about whether the    15  study was done using the history of the previous roads    16  and how those impacted the birds.    17            And one of the reasons why I asked that is    18  because if you want to know how they impacted the birds,    19  all you've got to do is ask, you know.  You can ask the    20  people of King Cove.  You can ask the people who have    21  lived in Cold Bay and know the impact of the roads, that    22  know these animals.    23            I heard a lot of people talk about studying    24  these birds, what they know.  And I'll tell you, I'd    25  gladly put your five years of",74,,,0,2,
